county,lat,lon,month,ghi,dni,temp_air,median_income,county_fips,land_area_sqkm
Comal,29.8085,-98.2659,9,241.367375,247.47144444444444,30.21079166666667,93744,48091,1445
Comal,29.8085,-98.2659,10,159.91315860215053,159.87112903225807,22.04561827956989,93744,48091,1445
Comal,29.8085,-98.2659,11,123.74026388888889,151.152875,14.636,93744,48091,1445
Comal,29.8085,-98.2659,12,128.58989247311828,205.9534139784946,12.479704301075268,93744,48091,1445
Coryell,31.3927,-97.7914,1,126.68310483870967,188.78612903225806,10.805443548387096,63281,48099,2728
Coryell,31.3927,-97.7914,2,152.96197916666665,181.41931547619046,10.983660714285715,63281,48099,2728
Coryell,31.3927,-97.7914,3,184.0861424731183,163.50448924731182,16.86241935483871,63281,48099,2728
Coryell,31.3927,-97.7914,4,208.43312500000002,179.47916666666666,19.086805555555557,63281,48099,2728
Coryell,31.3927,-97.7914,5,233.14825268817202,144.5088440860215,23.15192204301075,63281,48099,2728
Coryell,31.3927,-97.7914,6,282.0344166666667,250.8455277777778,30.273902777777778,63281,48099,2728
Coryell,31.3927,-97.7914,7,299.07447580645163,282.3465188172043,33.209986559139786,63281,48099,2728
Coryell,31.3927,-97.7914,8,293.7194489247312,310.1275268817204,34.190309139784944,63281,48099,2728
Coryell,31.3927,-97.7914,9,228.94466666666668,247.4991527777778,29.30551388888889,63281,48099,2728
Coryell,31.3927,-97.7914,10,171.30103494623657,195.24081989247313,21.290201612903225,63281,48099,2728
Coryell,31.3927,-97.7914,11,126.2743611111111,162.26609722222221,13.90177777777778,63281,48099,2728
Coryell,31.3927,-97.7914,12,131.4249865591398,226.4958870967742,11.04505376344086,63281,48099,2728
Dallas,32.7767,-96.797,1,116.26198924731183,174.95034946236558,9.04603494623656,70732,48113,2264
Dallas,32.7767,-96.797,2,142.24434523809524,166.98251488095238,9.424895833333332,70732,48113,2264
Dallas,32.7767,-96.797,3,178.59602150537634,174.09155913978495,14.49893817204301,70732,48113,2264
Dallas,32.7767,-96.797,4,208.8973333333333,181.33143055555556,17.364208333333334,70732,48113,2264
Dallas,32.7767,-96.797,5,242.81266129032258,158.44346774193548,23.164583333333333,70732,48113,2264
Dallas,32.7767,-96.797,6,272.50152777777777,234.20840277777776,29.112,70732,48113,2264
Dallas,32.7767,-96.797,7,285.7729032258065,261.5002284946237,32.636008064516126,70732,48113,2264
Dallas,32.7767,-96.797,8,291.1683602150538,308.5066935483871,34.90827956989247,70732,48113,2264
Dallas,32.7767,-96.797,9,223.02591666666666,234.61543055555555,29.205055555555553,70732,48113,2264
Dallas,32.7767,-96.797,10,166.38774193548386,197.362688172043,20.43045698924731,70732,48113,2264
Dallas,32.7767,-96.797,11,128.06479166666665,184.06165277777777,12.913902777777778,70732,48113,2264
Dallas,32.7767,-96.797,12,122.39262096774193,206.8862365591398,9.441451612903226,70732,48113,2264
Denton,33.2148,-97.1331,1,120.99737903225807,187.5890053763441,9.04603494623656,104180,48121,2473
Denton,33.2148,-97.1331,2,144.5418005952381,185.23629464285713,9.424895833333332,104180,48121,2473
Denton,33.2148,-97.1331,3,187.91782258064515,194.64494623655912,14.49893817204301,104180,48121,2473
Denton,33.2148,-97.1331,4,231.90331944444446,209.86751388888888,17.364208333333334,104180,48121,2473
Denton,33.2148,-97.1331,5,244.83770161290323,167.88701612903225,23.164583333333333,104180,48121,2473
Denton,33.2148,-97.1331,6,276.9186666666667,241.11931944444444,29.112,104180,48121,2473
Denton,33.2148,-97.1331,7,287.7219623655914,279.8569758064516,32.636008064516126,104180,48121,2473
Denton,33.2148,-97.1331,8,281.3988575268817,290.16682795698927,34.90827956989247,104180,48121,2473
Denton,33.2148,-97.1331,9,218.07316666666665,232.4693888888889,29.205055555555553,104180,48121,2473
Denton,33.2148,-97.1331,10,170.25022849462366,221.05004032258066,20.43045698924731,104180,48121,2473
Denton,33.2148,-97.1331,11,136.720875,220.37581944444443,12.913902777777778,104180,48121,2473
Denton,33.2148,-97.1331,12,117.45587365591398,204.39994623655915,9.441451612903226,104180,48121,2473
Dimmit,28.4197,-99.7546,1,143.2484811827957,213.10373655913978,15.414905913978496,27374,48127,5422
Dimmit,28.4197,-99.7546,2,172.55105654761905,191.15581845238097,16.456175595238093,27374,48127,5422
Dimmit,28.4197,-99.7546,3,187.09473118279573,166.0386559139785,21.804327956989248,27374,48127,5422
Dimmit,28.4197,-99.7546,4,206.8524027777778,151.80631944444445,24.01181944444444,27374,48127,5422
Dimmit,28.4197,-99.7546,5,234.56043010752688,157.50541666666666,26.214731182795695,27374,48127,5422
Dimmit,28.4197,-99.7546,6,310.84218055555556,310.5369583333333,32.32033333333333,27374,48127,5422
Dimmit,28.4197,-99.7546,7,303.2742607526882,294.42922043010753,33.896948924731184,27374,48127,5422
Dimmit,28.4197,-99.7546,8,292.8199865591398,325.7925537634409,33.69736559139785,27374,48127,5422
Dimmit,28.4197,-99.7546,9,262.65334722222224,311.4968888888889,32.236513888888894,27374,48127,5422
Dimmit,28.4197,-99.7546,10,154.57895161290324,139.91344086021508,24.391182795698924,27374,48127,5422
Dimmit,28.4197,-99.7546,11,124.9755,145.99293055555557,17.082569444444445,27374,48127,5422
Dimmit,28.4197,-99.7546,12,127.12752688172044,178.69913978494625,14.701653225806453,27374,48127,5422
Duval,27.6816,-98.5259,1,138.05423387096775,196.66275537634408,16.120120967741936,50697,48131,4702
Duval,27.6816,-98.5259,2,172.2291369047619,185.24864583333334,17.175252976190478,50697,48131,4702
Duval,27.6816,-98.5259,3,187.9117741935484,167.20747311827958,22.42846774193548,50697,48131,4702
Duval,27.6816,-98.5259,4,200.05191666666667,152.75758333333334,23.241125,50697,48131,4702
Duval,27.6816,-98.5259,5,234.45799731182797,163.1765053763441,26.345040322580644,50697,48131,4702
Duval,27.6816,-98.5259,6,315.37925,328.6034305555556,31.98973611111111,50697,48131,4702
Duval,27.6816,-98.5259,7,299.78514784946236,290.85012096774193,32.30537634408602,50697,48131,4702
Duval,27.6816,-98.5259,8,291.90830645161293,316.8482392473118,32.14317204301075,50697,48131,4702
Duval,27.6816,-98.5259,9,264.0008888888889,310.76993055555556,30.285416666666666,50697,48131,4702
Duval,27.6816,-98.5259,10,163.49130376344087,164.04422043010752,24.227513440860214,50697,48131,4702
Duval,27.6816,-98.5259,11,121.69988888888889,129.54722222222222,17.628138888888888,50697,48131,4702
Duval,27.6816,-98.5259,12,127.30462365591397,161.6844623655914,15.743077956989248,50697,48131,4702
Ector,31.8457,-102.3676,1,147.0207392473118,223.13381720430107,7.77513440860215,70566,48135,2328
Ector,31.8457,-102.3676,2,183.8092113095238,251.611875,8.37376488095238,70566,48135,2328
Ector,31.8457,-102.3676,3,234.18251344086022,243.84774193548387,14.23704301075269,70566,48135,2328
Ector,31.8457,-102.3676,4,294.0840138888889,329.4907638888889,18.230611111111113,70566,48135,2328
Ector,31.8457,-102.3676,5,284.92719086021503,242.0063440860215,23.720954301075267,70566,48135,2328
Ector,31.8457,-102.3676,6,320.277375,306.7451527777778,29.630513888888892,70566,48135,2328
Ector,31.8457,-102.3676,7,325.51524193548386,340.5906720430107,31.815618279569893,70566,48135,2328
Ector,31.8457,-102.3676,8,290.43075268817205,303.1683198924731,31.802728494623654,70566,48135,2328
Ector,31.8457,-102.3676,9,249.62275,290.85165277777776,28.04820833333333,70566,48135,2328
Ector,31.8457,-102.3676,10,199.50790322580644,262.22626344086024,19.732150537634407,70566,48135,2328
Ector,31.8457,-102.3676,11,140.73731944444444,209.47620833333332,12.084,70566,48135,2328
Ector,31.8457,-102.3676,12,145.05881720430108,266.4617607526882,8.808736559139785,70566,48135,2328
El Paso,31.7619,-106.485,1,149.63275537634408,247.72516129032257,6.339327956989248,55417,48141,6718
El Paso,31.7619,-106.485,2,192.11510416666667,280.28263392857144,7.102931547619048,55417,48141,6718
El Paso,31.7619,-106.485,3,248.4977688172043,288.8009946236559,12.002338709677419,55417,48141,6718
El Paso,31.7619,-106.485,4,319.99395833333335,393.4927083333333,17.17163888888889,55417,48141,6718
El Paso,31.7619,-106.485,5,320.15038978494624,322.35934139784945,23.144206989247312,55417,48141,6718
El Paso,31.7619,-106.485,6,331.9176111111111,337.53869444444445,28.064666666666668,55417,48141,6718
El Paso,31.7619,-106.485,7,319.567876344086,325.54682795698926,32.21774193548387,55417,48141,6718
El Paso,31.7619,-106.485,8,287.55325268817205,287.53637096774196,29.649448924731182,55417,48141,6718
El Paso,31.7619,-106.485,9,261.47562500000004,311.0763888888889,27.005555555555556,55417,48141,6718
El Paso,31.7619,-106.485,10,217.7772446236559,311.74317204301076,19.889153225806453,55417,48141,6718
El Paso,31.7619,-106.485,11,157.43356944444443,244.1307361111111,12.582652777777778,55417,48141,6718
El Paso,31.7619,-106.485,12,149.15024193548388,273.59272849462366,7.842083333333334,55417,48141,6718
Fort Bend,29.5266,-95.7744,1,115.59123655913979,157.33010752688173,14.345040322580644,109987,48157,2815
Fort Bend,29.5266,-95.7744,2,138.3623363095238,143.10459821428572,14.871815476190477,109987,48157,2815
Fort Bend,29.5266,-95.7744,3,172.28774193548387,145.39993279569893,19.248548387096776,109987,48157,2815
Fort Bend,29.5266,-95.7744,4,199.50449999999998,155.058375,20.549972222222223,109987,48157,2815
Fort Bend,29.5266,-95.7744,5,228.8659139784946,154.45780913978496,24.745309139784943,109987,48157,2815
Fort Bend,29.5266,-95.7744,6,295.01475,263.56924999999995,29.22890277777778,109987,48157,2815
Fort Bend,29.5266,-95.7744,7,276.5091532258065,254.2605376344086,31.662876344086023,109987,48157,2815
Fort Bend,29.5266,-95.7744,8,290.80756720430105,300.9930376344086,33.11845430107527,109987,48157,2815
Fort Bend,29.5266,-95.7744,9,224.403875,228.14398611111113,30.425791666666665,109987,48157,2815
Fort Bend,29.5266,-95.7744,10,176.28564516129032,201.3162634408602,22.716559139784945,109987,48157,2815
Fort Bend,29.5266,-95.7744,11,121.98243055555557,140.84830555555556,16.480569444444445,109987,48157,2815
Fort Bend,29.5266,-95.7744,12,127.78754032258064,186.89751344086022,13.780524193548386,109987,48157,2815
Galveston,29.3013,-94.7977,1,115.38317204301076,146.05872311827957,14.887432795698924,83913,48167,1554
Galveston,29.3013,-94.7977,2,142.76427083333334,149.49791666666667,15.08733630952381,83913,48167,1554
